name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Discovery,67198,3525030,4,11,2022-03-03,Rosetta,"While Captain Burnham leads an away mission to a planet that was once home to the aliens responsible for the DMA, Book and Tarka secretly infiltrate the U.S.S. Discovery.",5.0,7
Star Trek: Discovery,67198,3578600,4,12,2022-03-10,Species Ten-C,"As the DMA approaches Earth and Ni’Var, Captain Burnham and the crew of the U.S.S. Discovery attempt to make First Contact with the powerful species responsible before it’s too late.",6.3,7
Star Trek: Discovery,67198,3587355,4,13,2022-03-17,Coming Home,"The DMA approaches Earth and Ni’Var. With evacuations underway, Burnham and the team aboard the U.S.S. Discovery must find a way to communicate and connect with a species far different from their own before time runs out.",7.0,6
Star Trek: The Next Generation,655,37064,1,1,1987-09-28,Encounter at Farpoint,"Stardate: 41153.7. The new commander of the recently built U.S.S. Enterprise (NCC1701-D), Captain Jean- Luc Picard  takes the crew on their first mission to discover the secret of Farpoint Station. During their journey, they encounter an omnipotent being known as Q. Q accuses humanity of barbarism, and places humanity on trial. Jean-Luc must prove otherwise or the human race will be annihilated.",6.523,44
Star Trek: The Next Generation,655,37065,1,2,1987-10-05,The Naked Now,Stardate: 41209.2. The crew of the Enterprise are infected with a virus contracted by the away team while they were investigating  the mysterious deaths of the entire crew of the Starship Tsilkovsky.,6.158,38
Star Trek: The Next Generation,655,37066,1,3,1987-10-12,Code of Honor,Stardate: 41235.25. Tasha Yar must fight for her life and a vaccine to save a race of people when she is kidnapped and forced to battle with her abductor's wife.,4.868,38
Star Trek: The Next Generation,655,37067,1,4,1987-10-19,The Last Outpost,Stardate: 41386.4. A powerful entity disables the Enterprise and a Ferengi ship. Their only means of escape is if they can correctly answer the riddles he asks.,5.973,37
Star Trek: The Next Generation,655,37068,1,5,1987-10-26,Where No One Has Gone Before,"Stardate: 41263.1. The Enterprise is flung across space into a distant galaxy billions of light years away when a propulsion engineer and his mysterious companion, attempt to re-design the ship's engine systems.",6.974,39
Star Trek: The Next Generation,655,37069,1,6,1987-11-02,Lonely Among Us,Stardate: 41249.3. Picard's mind is taken over by an energy field that the Enterprise passes through.,5.886,35
Star Trek: The Next Generation,655,37070,1,7,1987-11-09,Justice,Stardate: 41255.6. Picard is forced to choose between friendship and the Prime Directive when Wesley Crusher is sentenced to death for accidentally breaking the law on Rubicon III.,5.286,35
Star Trek: The Next Generation,655,37071,1,8,1987-11-16,The Battle,"Stardate: 41723.9. The Ferengi hand over an old ship which Picard once captained, the U.S.S. Stargazer. The Ferengi have installed a mind altering device that alters Picard's mind to make him think that he is reliving a past battle, and the target is the Enterprise.",6.353,34
Star Trek: The Next Generation,655,37063,1,9,1987-11-23,Hide and Q,"Stardate: 41590.5. Q places the senior crew of the Enterprise in a war game that pits them against a boar-faced, Napoleonic enemy.",6.676,34
Star Trek: The Next Generation,655,37072,1,10,1987-11-30,Haven,"Stardate: 41294.6. The mother of Deanna Troi, Lwaxana,  pays a surprise visit to the Enterprise and announces the prearranged marriage of Deanna to the son of her Mother's late husband's best friend.",5.735,34
Star Trek: The Next Generation,655,37073,1,11,1988-01-11,The Big Goodbye,"Stardate: 41997.7. Picard, Dr. Crusher and Data are placed in great danger when the holodeck malfunctions while they are running a Dixon Hill program, which pits them against 1940's mobsters.",6.972,36
Star Trek: The Next Generation,655,37074,1,12,1988-01-18,Datalore,"Stardate: 41242.4. The crew of the Enterprise find android parts that are identical to Data's while they are exploring his homeworld. When assembled, an 'evil' twin of Data is created and named 'Lore'.",7.243,37
Star Trek: The Next Generation,655,37075,1,13,1988-01-25,Angel One,"Stardate: 41636.9. The Enterprise discovers the male crew of a crashed Federation freighter are hiding as fugitives on the planet Angel One, which is dominated and ruled by women.",5.229,35
Star Trek: The Next Generation,655,37076,1,14,1988-02-01,11001001,"Stardate: 41365.9. While undergoing repairs, the Bynar Engineers steal the Enterprise to save their planet from destruction.",6.895,38
Star Trek: The Next Generation,655,37077,1,15,1988-02-08,Too Short a Season,"Stardate: 41309.5. The aging and terminally ill Starfleet Admiral Mark Jameson, who is negotiating the release of hostages, suddenly begins growing younger through an unexplained phenomenon.",6.153,36
Star Trek: The Next Generation,655,37078,1,16,1988-02-15,When the Bough Breaks,"Stardate: 41509.1. The children of the Enterprise, including Wesley Crusher, are abducted by a race of sterile people who are unable to have children of their own.",5.794,34
Star Trek: The Next Generation,655,37062,1,17,1988-02-22,Home Soil,Stardate: 41463.9. The members of an away team investigating the death of an engineer encounter vengeful microscopic life forms.,6.588,34
Star Trek: The Next Generation,655,37079,1,18,1988-03-14,Coming of Age,"Stardate: 41416.2. While Wesley takes the entrance exam to Starfleet Academy, the Enterprise is investigated by the Inspector General's office and Picard's competency is questioned.",6.595,37
Star Trek: The Next Generation,655,37060,1,19,1988-03-21,Heart of Glory,"Stardate: 41503.7. Two Klingons, rescued by the Enterprise, try to take over the ship.",6.73,37
Star Trek: The Next Generation,655,37080,1,20,1988-04-11,The Arsenal of Freedom,Stardate: 41798.2. The crew encounters bizarre phenomena while searching for the missing U.S.S. Drake.,6.658,38
Star Trek: The Next Generation,655,37081,1,21,1988-04-18,Symbiosis,Stardate: Unknown. Picard attempts to break an ancient co-dependency between two species on one planet without violating the Prime Directive.,6.556,36
Star Trek: The Next Generation,655,37061,1,22,1988-04-25,Skin of Evil,"Stardate: 41601.3. When Troi's shuttle crashes on an alien planet, a new being is discovered: an entity that thrives on the suffering of others.",6.359,39
Star Trek: The Next Generation,655,37082,1,23,1988-05-02,We'll Always Have Paris,"Stardate: 41697.9. Picard meets an old flame, whose husband has created a haywire dimensional experiment.",6.057,35
Star Trek: The Next Generation,655,37083,1,24,1988-05-09,Conspiracy,Stardate: 41775.5. The strange behavior of high-ranking officers leads Picard to uncover a twisted alien conspiracy within Starfleet.,7.154,39
Star Trek: The Next Generation,655,37084,1,25,1988-05-16,The Neutral Zone,Stardate: 41986.0. A derelict satellite is found with cryonically frozen humans aboard as the USS Enterprise is sent to investigate the destruction of outposts near Romulan space.,6.893,42
Star Trek: The Next Generation,655,37086,2,1,1988-11-21,The Child,Stardate: 42073.1. Troi undergoes a mysterious pregnancy when the Enterprise tries to escape from a system that has recently fallen victim to a deadly plague.,5.444,36
Star Trek: The Next Generation,655,37087,2,2,1988-11-28,Where Silence Has Lease,Stardate: 42193.6. A mysterious life form known as the 'Nagilum' threatens the life of the crew in his attempt to understand humanity.,6.8,35
Star Trek: The Next Generation,655,37088,2,3,1988-12-05,"Elementary, Dear Data","Stardate: 42286.3. Data and Geordi become involved with a holodeck program about Sherlock Holmes and his investigations, when they create Sherlock's arch nemesis, Moriarty; however, modifications to the Moriarty character include the capability of out-smarting Data, which leads to some unexpected consequences.",7.824,34
Star Trek: The Next Generation,655,37089,2,4,1988-12-12,The Outrageous Okona,Stardate: 42402.7. The Enterprise is placed in a compromising situation when the captain of a disabled starship places the crew in the middle of a love triangle.,5.806,36
Star Trek: The Next Generation,655,37059,2,5,1989-01-09,Loud as a Whisper,Stardate: 42477.2. A deaf-mute mediator meets with disaster while being escorted by the Enterprise.,5.912,34
Star Trek: The Next Generation,655,37090,2,6,1989-01-23,The Schizoid Man,"Stardate: 42437.5. Data is possessed by the consciousness of a brilliant scientist. However, it has a disturbing impact on Data's personality.",6.757,37
Star Trek: The Next Generation,655,37091,2,7,1989-01-30,Unnatural Selection,"Stardate: 42494.8. A mysterious hyper-ageing sickness kills the crew of a Federation cargo ship, and Dr. Pulaski must race against time to find a cure.",6.091,33
Star Trek: The Next Generation,655,37092,2,8,1989-02-06,A Matter of Honor,"Commander Riker participates in an officer's exchange program which lands him an assignment on a Klingon Bird-of-Prey.  Meanwhile, a Bezite ensign has trouble assimilating to the routines of the Enterprise.",7.229,35
Star Trek: The Next Generation,655,37093,2,9,1989-02-13,The Measure of a Man,"Stardate: 42523.7. When Data's rights as a sentient individual are placed under trial, Starfleet forces Riker into a position where he must prove that Data is only an Android.",8.275,40
Star Trek: The Next Generation,655,37094,2,10,1989-02-20,The Dauphin,"Stardate: 42568.8. Wesley falls in love with a passenger the Enterprise is escorting, who has the secret ability to shape-shift.",5.806,31
Star Trek: The Next Generation,655,37095,2,11,1989-03-20,Contagion,"Stardate: 42609.1. A strange power source disables the Enterprise's computer systems, damages Data's programming and leaves the ship and crew vulnerable to a Romulan attack.",6.971,34
Star Trek: The Next Generation,655,37096,2,12,1989-03-27,The Royale,Stardate: 42625.4. An away team is trapped in an alien environment based around a novel entitled 'The Hotel Royale.',6.2,35
Star Trek: The Next Generation,655,37097,2,13,1989-04-03,Time Squared,"Stardate: 42679.2. Picard encounters his double from six hours in the future, whose Enterprise had been destroyed.",7.257,35
Star Trek: The Next Generation,655,37098,2,14,1989-04-24,The Icarus Factor,Stardate: 42686.4. Riker is promoted to Captain of another Federation ship. Worf must confront his past and his Klingon heritage.,5.613,31
Star Trek: The Next Generation,655,37099,2,15,1989-05-01,Pen Pals,Stardate: 42695.3. Wesley must investigate the causes of strange tectonic activity on the planet where Data's pen pal lives.,6.188,32
Star Trek: The Next Generation,655,37100,2,16,1989-05-08,Q Who,Stardate: 42761.3. Q hurls the Enterprise into the Delta Quadrant and introduces the Federation to a powerful new enemy that may destroy the Alpha Quadrant: The Borg.,8.108,37
Star Trek: The Next Generation,655,37101,2,17,1989-05-15,Samaritan Snare,Stardate: 42779.1. A race known as the Pakleds kidnap Geordi La Forge. Picard must face surgery when he is left in a near-dead state.,6.133,30
Star Trek: The Next Generation,655,37102,2,18,1989-05-22,Up the Long Ladder,"Stardate: 42823.2. Picard must convince two dying civilizations that they must co-exist on the same planet to survive, however, they have other plans to ensure their survival: in the form of clones of the Enterprise crew.",5.613,31
Star Trek: The Next Generation,655,37103,2,19,1989-06-19,Manhunt,"Stardate: 42859.2. While being escorted to a Federation conference by the Enterprise, Lwaxana hunts for a man to satisfy her needs when her sex-drive is quadrupled during a natural mid-life cycle.",5.267,30
Star Trek: The Next Generation,655,37104,2,20,1989-06-29,The Emissary,"Stardate: 42901.3. Worf is re-united with his former lover, K'Ehleyr, while the Enterprise is ordered to intercept a Klingon ship whose crew has been in stasis for a century.",6.667,33
Star Trek: The Next Generation,655,37105,2,21,1989-07-10,Peak Performance,"Stardate: 42923.4. Trouble begins when a Ferengi warship stumbles over a war simulation between Riker and Picard, each on different ships, and begins attacking them.",7.0,32
Star Trek: The Next Generation,655,37106,2,22,1989-07-17,Shades of Gray,Stardate: 42976.1. Riker is infected with an alien organism that takes over his mind. Dr. Pulaski must force Riker's mind back to a state where it can access primitive survival skills.,3.6,29
Star Trek: The Next Generation,655,37210,3,1,1989-09-25,Evolution,Stardate: 43125.8. A system-wide computer malfunction places the crew of the U.S.S. Enterprise in grave danger while they are escorting a scientist to a star in the process of exploding.,6.074,34
Star Trek: The Next Generation,655,37211,3,2,1989-10-02,The Ensigns of Command,Stardate: 43133.3. A human colony is forced to evacuate a planet when the original inhabitants return and threaten the colonists with annihilation if they do not leave within four days.,6.969,32
Star Trek: The Next Generation,655,37212,3,3,1989-10-09,The Survivors,"Stardate: 43152.4. The Enterprise discovers a planet that has had all life eradicated, except for two mysterious residents and their home, which has been left in perfect condition.",7.221,34
Star Trek: The Next Generation,655,37213,3,4,1989-10-16,Who Watches the Watchers,"Stardate: 43173.5. An away team inadvertently breaks the Prime Directive and reveal themselves to a primitive culture on Mintaka III, causing the inhabitants believe that Captain Picard is a God.",7.686,35
Star Trek: The Next Generation,655,37214,3,5,1989-10-23,The Bonding,Worf and Wesley must help a 12 year old boy cope with the death of his mother; an archaeologist killed during an away mission to a deserted planet.,5.848,33
Star Trek: The Next Generation,655,37215,3,6,1989-10-30,Booby Trap,"Stardate: 43205.6. While investigating an ancient ship left adrift in space, the Enterprise accidentally trips the ancient booby trap that disabled the old vessel over 1000 years ago.",6.682,33
Star Trek: The Next Generation,655,37216,3,7,1989-11-06,The Enemy,"Stardate:43349.2. A blind Geordie is trapped on a hazardous planet with a paranoid and severely injured Romulan. In orbit, a Romulan Warbird is preventing the Enterprise from attempting a rescue mission.",6.788,33
Star Trek: The Next Generation,655,37217,3,8,1989-11-13,The Price,"Stardate: 43385.6. The Enterprise hosts the negotiations for the rights to a newly discovered, stable wormhole to the Delta Quadrant. One of the negotiators, Devinoni Ral, becomes attracted to Deanna Troi, but he holds a dubious secret.",5.868,34
Star Trek: The Next Generation,655,37218,3,9,1989-11-20,The Vengeance Factor,Stardate: 43421.9. The Enterprise crew tries to mend the relationship between a race known as the Acamarians and a faction known as the Gatherers.,6.032,31
Star Trek: The Next Generation,655,37219,3,10,1990-01-01,The Defector,"Stardate: 43462.5. A defecting Romulan warns the Federation about an impending attack by the Romulans, who are secretly establishing bases within the Neutral Zone.",7.559,34
Star Trek: The Next Generation,655,37220,3,11,1990-01-08,The Hunted,"Stardate: 43489.2. A potentially new member of the Federation enlists the help of the Enterprise to track down a wanted criminal who has a reputation for his excessive violence. However, the fugitive's actions may not be of his own will.",6.6,27
Star Trek: The Next Generation,655,37221,3,12,1990-01-29,The High Ground,Stardate: 43510.7. Dr. Crusher is abducted by a group of terrorists while delivering crucial medical supplies to a planet ravaged by civil war.,6.4,27
Star Trek: The Next Generation,655,37222,3,13,1990-02-05,Déjà Q,Stardate: 43539.1. A Calamarian starts attacking the Enterprise while seeking revenge on a powerless Q.,7.9,30
Star Trek: The Next Generation,655,37223,3,14,1990-02-12,A Matter of Perspective,Stardate: 43610.4. Riker is accused of murder when a scientist is killed in an explosion. Picard must recreate the recent events in the holodeck to prove his commander's innocence.,6.1,28
Star Trek: The Next Generation,655,37224,3,15,1990-02-19,Yesterday's Enterprise,"Stardate: 43625.2. A rift in the space/time continuum brings the U.S.S. Enterprise - C forward into the 24th Century, and alters the timeline. In this future, the Federation is at war with the Klingons, Tasha Yar is on the bridge, Worf did not join the Federation, and only Guinan's unique perception of reality may restore the timeline.",8.1,37
Star Trek: The Next Generation,655,37225,3,16,1990-03-12,The Offspring,"Stardate: 43657.0. Data becomes a father when he creates a Soong-type android in the form of a daughter named Lal. Issues are complicated when Lal starts showing signs of a more evolved consciousness, including the ability to feel emotions, which attracts the attention of Starfleet scientists who want to take her away from Data and examine her advanced systems.",7.4,30
Star Trek: The Next Generation,655,37226,3,17,1990-03-19,Sins of the Father,"Stardate: 43685.2. Worf is reunited with his long-lost brother when their father is charged with treason for helping the Romulans. Together they make an appeal to the Klingon High Council to challenge the charges, and have them revoked.",7.2,29
Star Trek: The Next Generation,655,37227,3,18,1990-03-26,Allegiance,"Stardate: 43714.1. Picard is secretly abducted and switched with an alien double. The crews' suspicions are raised when he starts exhibiting unusual behaviour, and is relieved of command.",7.0,31
Star Trek: The Next Generation,655,37228,3,19,1990-04-02,Captain's Holiday,"Stardate: 43745.2. While on vacation on Risa, Captain Picard encounters two Vorgons from the 27th Century who claim they are searching for a powerful weapon hidden somewhere on the planet.",6.4,29
Star Trek: The Next Generation,655,37229,3,20,1990-04-23,Tin Man,"Stardate: 43779.3. The Enterprise encounters a 'living' ship in the Neutral Zone, and risks breaking the Romulan Federation alliance in order to bring it into contact with a Betazoid emissary.",6.7,30
Star Trek: The Next Generation,655,37230,3,21,1990-04-30,Hollow Pursuits,"Stardate: 43807.4. A nervous and insecure officer, Lt. Reginald Barclay, places the Enterprise in great danger when he neglects his duties in Engineering, and instead spends his time acting out his fantasies on the holodeck.",6.6,28
Star Trek: The Next Generation,655,37231,3,22,1990-05-07,The Most Toys,"Stardate: 43872.2. The crew are shattered by the apparent death of Data in a shuttle explosion, and are prevented from carrying out a detailed investigation when Starfleet gives them orders for a new mission elsewhere. However, the crew don't realize that he was actually abducted and placed on display as part of a collection of rare and valuable items held by a disreputable character.",6.6,29
Star Trek: The Next Generation,655,37232,3,23,1990-05-14,Sarek,"Stardate: 43917.4. Spock's Vulcan father, Sarek, boards the Enterprise to negotiate political relations with the Legaran. However, Sarek has contract Bendii syndrome, which causes a Vulcan to gradually lose control, and become overpowered with emotions.",6.9,27
Star Trek: The Next Generation,655,37233,3,24,1990-05-28,Ménage à Troi,"Stardate: 43930.7. Riker and Deanna, both on shoreleave, are unexpectedly joined by Deanna's mother, Lwaxana, on Betazed. Shortly, all three are kidnapped by the Ferengi who want to study Lwaxana's telepathic abilities.",6.0,28
Star Trek: The Next Generation,655,37235,3,25,1990-06-04,Transfigurations,"Stardate: 43957.2. Dr. Crusher becomes attracted to an injured alien with mysterious powers, who is being tracked down by his government like a wanted criminal.",6.5,28
Star Trek: The Next Generation,655,37234,3,26,1990-06-18,The Best of Both Worlds (1),"Stardate: 43989.1  An Starfleet expert on the Borg, Lt. Cmdr. Shelby, is assigned to the Enterprise to investigate the disappearance of a Federation colony. Picard is abducted by the Borg and assimilated into the Collective, which forces Riker to attempt a rescue mission.",8.5,39
Star Trek: The Next Generation,655,37130,4,1,1990-09-24,The Best of Both Worlds (2),Stardate: 44001.4. Riker must pull out all the stops in order to save Earth from a Borg invasion being lead by none other than Locutus - otherwise known as Captain Jean-Luc Picard.,8.2,32
Star Trek: The Next Generation,655,37132,4,2,1990-10-01,Family,"Stardate 44012.3. Picard meets with his older brother in France, and contemplates resigning his Starfleet commission after his ordeal with the Borg. Worf's adoptive parents spend time with their son on the Enterprise, and succeed in embarrassing him in front of his crewmates.",7.0,31
Star Trek: The Next Generation,655,37107,4,3,1990-10-08,Brothers,"Stardate: 44085.7  While escorting a seriously ill boy to the closest Federation Starbase for treatment, Data mysteriously takes control of the Enterprise and takes it to a distant planet. He learns that his creator has summoned him for an important meeting that could change his life. However, Dr. Soong unknowingly summoned Data's twin brother Lore, into the bargain.",6.4,25
Star Trek: The Next Generation,655,37108,4,4,1990-10-15,Suddenly Human,Stardate: 44143.7. A custody battle between Picard and a child's adoptive father arises when a boy showing evidence of abuse is discovered.,6.2,26
Star Trek: The Next Generation,655,37109,4,5,1990-10-22,Remember Me,"Stardate: 44161.2. Dr. Crusher begins to question her sanity when members of the crew start disappearing one by one, and all evidence of their existence is erased.",7.2,28
Star Trek: The Next Generation,655,37110,4,6,1990-10-29,Legacy,"Stardate: 44215.2. The Enterprise is caught in the middle of a civil war when they encounter Tasha Yar's long-lost younger sister, Ishara.",5.8,26
Star Trek: The Next Generation,655,37111,4,7,1990-11-05,Reunion,Stardate: 44246.3. Picard is asked to choose between two candidates to succeed the current Chancellor of the Klingon High Council as the new ruler of the Empire. Worf is disturbed by unexpected news when he is paid a visit by his former lover.,7.3,29
Star Trek: The Next Generation,655,37112,4,8,1990-11-12,Future Imperfect,"Stardate: 44286.5. Riker awakens one morning to discover he is suddenly 16 years in the future as the captain of the Enterprise, and negotiating a peace treaty with the Romulans with no recollection of how he arrived at that point in time, or of any recent events.",7.2,28
Star Trek: The Next Generation,655,37113,4,9,1990-11-19,Final Mission,Stardate: 44307.3. Wesley must keep Captain Picard alive on the eve of his entrance exam to Starfleet Academy when their shuttle crashes on a barren moon.,6.0,28
Star Trek: The Next Generation,655,37114,4,10,1990-12-01,The Loss,Stardate: 44356.9. Troi loses her empathic abilities when the Enterprise is caught in the gravitational pull of a black hole.,5.3,26
Star Trek: The Next Generation,655,37115,4,11,1991-01-07,Data's Day,"Stardate: 44356.9. A Vulcan Ambassador being escorted by the Enterprise starts exhibiting suspicious behavior. Miles O'Brien marries his fiancée, Keiko Ishikawa in Ten-Forward.",7.0,28
Star Trek: The Next Generation,655,37116,4,12,1991-01-28,The Wounded,"Stardate: 44429.6. When the Cardassians start re-arming themselves, a Federation Captain takes it upon himself to remove a potential threat before it escalated. Now, Picard must fight for the Cardassians and stop the renegade from slaughtering innocents.",7.6,30
Star Trek: The Next Generation,655,37117,4,13,1991-02-04,Devil's Due,Stardate: 44474.5. The crew of the Enterprise must defend the planet Ventax from a mythological Devil who re-appears when a 1000 year long era of peace comes to an end.,6.5,27
Star Trek: The Next Generation,655,37118,4,14,1991-02-11,Clues,Stardate: 44502.7. Picard orders a secret investigation when the crew suspects Data of lying about the discovery of a wormhole.,7.6,27
Star Trek: The Next Generation,655,37119,4,15,1991-02-18,First Contact,Riker is abducted by a xenophobic race of aliens during a first contact mission. They believe the Enterprise is a scout for an invasion.,7.2,28
Star Trek: The Next Generation,655,37120,4,16,1991-03-11,Galaxy's Child,Stardate: 44614.6. Geordi must work with the real Leah Brahms when she arrives on the Enterprise when a space-borne alien life form thinks the ship is its mother. Tensions rise when she learns that Geordi created a holographic version of her several months before in order to save the ship from danger.,6.1,27
Star Trek: The Next Generation,655,37121,4,17,1991-03-18,Night Terrors,"Stardate: 44631.2. Troi faces a recurring nightmare when the Enterprise is caught in a rift in space. Soon, the crew begins to slip into insanity through dream deprivation.",6.6,25
Star Trek: The Next Generation,655,37122,4,18,1991-03-25,Identity Crisis,Stardate: 44664.5. Geordi and a former crew mate begin evolving into bizarre creatures when they return to a planet both of them were on during an Away Mission five years earlier.,6.0,28
Star Trek: The Next Generation,655,37123,4,19,1991-04-01,The Nth Degree,"Stardate: 44704.2. An alien probe transforms Barclay from a shy, awkward character into an arrogant super-genius who is able to interface with the Enterprise's computer through the holodeck.",7.0,26
Star Trek: The Next Generation,655,37124,4,20,1991-04-22,Qpid,Stardate:44741.9. Q places Vash and the senior Enterprise crew in a recreation of Robin Hood and his merry men.,6.3,27
Star Trek: The Next Generation,655,37125,4,21,1991-04-29,The Drumhead,Stardate: 44769.2. Picard is accused of treason when an explosion aboard the Enterprise is investigated by a ruthless and paranoid Starfleet Admiral.,7.7,29
Star Trek: The Next Generation,655,37126,4,22,1991-05-06,Half a Life,"Stardate: 44805.3. Lwaxana Troi falls in love with a man who must return home to commit suicide, as is customary for their race when they reach a certain age.",6.2,26
Star Trek: The Next Generation,655,37127,4,23,1991-05-13,The Host,"Startdate: 44821.3. Dr. Crusher falls in love with a Trill Ambassador, until she discovers the Trill's symbiotic relationship.",6.3,25
Star Trek: The Next Generation,655,37128,4,24,1991-05-27,The Mind's Eye,"Stardate: 44885.5. While en route to Risa for shore leave, Geordi is abducted by the Romulans and brainwashed into becoming an assassin.",6.8,25
Star Trek: The Next Generation,655,37129,4,25,1991-06-03,In Theory,Stardate: 44932.3. Data experiences the complexities of love when a fellow crewmate becomes attracted to him.,6.3,26
Star Trek: The Next Generation,655,37131,4,26,1991-06-17,Redemption (1),Stardate: 44995.3. Worf must choose between his people and the Federation when a civil war threatens to destroy the Klingon Empire.,7.1,27
Star Trek: The Next Generation,655,37157,5,1,1991-09-23,Redemption (2),"Stardate: 45020.4. Picard suspects a Romulan influence in the recent Klingon civil war, and must force the Federation to intervene before the Empire collapses.",7.1,27
Star Trek: The Next Generation,655,37133,5,2,1991-09-30,Darmok,"Stardate: 45047.2. Picard must find a way to communicate with the newly discovered Tamarians, who speak entirely in metaphors, when a Tamarian Captain is brutally killed.",7.4,29
Star Trek: The Next Generation,655,37134,5,3,1991-10-07,Ensign Ro,"Stardate: 45076.3. Picard exposes a planned genocidal attack on the Bajorans with the help of a new officer, Ensign Ro Laren.",7.0,25
Star Trek: The Next Generation,655,37135,5,4,1991-10-14,Silicon Avatar,"Stardate: 45122.3. Picard attempts communications with the Crystalline Entity - a life form responsible for hundreds of deaths throughout the Alpha Quadrant. However, a scientist on board the Enterprise has plans of revenge over the death of her only son at the hands of the Entity.",6.5,27
Star Trek: The Next Generation,655,37136,5,5,1991-10-21,Disaster,"Stardate: 45156.1. A natural disaster leaves Troi in command of the Enterprise, Picard stuck in a turbo lift with three small children and Keiko O'Brien stuck in Ten-Forward giving birth with an anxious Worf.",7.1,29
Star Trek: The Next Generation,655,37137,5,6,1991-10-28,The Game,"Stardate: 45208.2. An addictive game is distributed among the crew of the Enterprise, however, it appears that this game interferes with a person's logic and reason, which leaves the crew open to manipulation. Only a young Ensign and a vacationing Wesley Crusher are able to think for themselves, and must find a way to reverse the damage before the ship falls into the wrong hands.",6.7,28
Star Trek: The Next Generation,655,37138,5,7,1991-11-04,Unification (1),Stardate: 45233.1. Ambassador Spock has disappeared and intelligence finds him on Romulus.  Captain Picard is sent to Romulus to find Spock.  Meanwhile Riker and the rest of the crew investigate the fragments of a Vulcan ship discovered in the wreck of a Ferengi vessel.,7.2,28
Star Trek: The Next Generation,655,37158,5,8,1991-11-11,Unification (2),"Stardate: 45245.8. Picard and Data find Spock and discover the reason behind the secret meetings. However, a darker scheme planned by the Romulans is also uncovered in the process.",7.2,27
Star Trek: The Next Generation,655,37139,5,9,1991-11-18,A Matter of Time,"Stardate: 45349.1. While on a mission to help a planet recently struck by an asteroid, the Enterprise is payed a visit by a man who claims to be from the future.",6.9,27
Star Trek: The Next Generation,655,37140,5,10,1992-01-06,New Ground,"Stardate: 45376.3. Worf's son, Alexander, unexpectedly arrives on the Enterprise to stay with his father. However, Alexander wants to stay permanently.",6.0,27
Star Trek: The Next Generation,655,37141,5,11,1992-01-27,Hero Worship,"Stardate: 45397.3. The Enterprise investigates the cause of an explosion which destroyed a small ship and its entire crew, except for a small boy.",5.9,25
Star Trek: The Next Generation,655,37142,5,12,1992-02-03,Violations,"Stardate: 45429.3. While escorting a group of telepaths, crew members on board the Enterprise suddenly start to slip into comas.",5.5,24
Star Trek: The Next Generation,655,37143,5,13,1992-02-10,The Masterpiece Society,"Stardate: 45470.1. A natural disaster in the core of a system's sun threatens to destroy a colony of genetically engineered people on an otherwise desolate planet. However, the crew's intervention may cause more harm than good.",5.9,25
Star Trek: The Next Generation,655,37144,5,14,1992-02-17,Conundrum,Stardate: 45494.2. The Enterprise crew unknowingly receives a new first officer who claims that the Federation is at war with another species.,7.4,27
Star Trek: The Next Generation,655,37145,5,15,1992-02-24,Power Play,"Stardate: 45571.2. While en route to the source of a subspace distress signal coming from a desolate moon, Data, Troi and O'Brien take over the bridge and force the ship to change course.",6.5,27
Star Trek: The Next Generation,655,37146,5,16,1992-03-02,Ethics,"Stardate: 45587.3. When Worf is paralysed in an accident he must undergo drastic back surgery. However, this experimental technique may cost him his life.",6.0,24
Star Trek: The Next Generation,655,37147,5,17,1992-03-16,The Outcast,"Stardate: 45614.6. While investigating the disappearance of a J'naii shuttlecraft, the crew finds reason to believe the missing ship is stranded in an abnormal pocket called ""null space."" Riker and Soren, a member of the J'naii race, begin preparing to rescue the craft, and the two strike up a friendship. Their relationship develops quickly as the pair question each other about mating habits, since the J'naii are androgynous and do not identify themselves as either male or female. Despite this difference, sparks begin to fly between them.",6.5,26
Star Trek: The Next Generation,655,37148,5,18,1992-03-23,Cause and Effect,"Stardate: 45652.1. While exploring the Typhon Expanse, the Enterprise is caught in a time warp in which they are repeatedly destroyed while colliding with another starship.",7.9,33
Star Trek: The Next Generation,655,37149,5,19,1992-03-30,The First Duty,Stardate: 45703.9. Wesley is involved in a cover-up at Starfleet Academy when a cadet is killed and five shuttles are destroyed during a forbidden maneuver performed by Starfleet Academy's best cadets.,6.7,29
Star Trek: The Next Generation,655,37150,5,20,1992-04-20,Cost of Living,"Stardate: 45733.6. Deanna's mother pays a surprise visit to the Enterprise with even more surprising news: she plans to marry a man she has never met. After destroying an asteroid, the ship becomes infected with parasites that eat away at the ship's hull.",5.2,26
Star Trek: The Next Generation,655,37151,5,21,1992-04-27,The Perfect Mate,Stardate: 45761.3. The Ferengi try to abduct an empathic Metamorph who could bring peace between two warring worlds.,6.4,27
Star Trek: The Next Generation,655,37152,5,22,1992-05-04,Imaginary Friend,"Stardate: 45832.1. While exploring a strange form of energy in a region of space, a little girl's imaginary friend becomes real and places the Enterprise in great danger.",5.4,28
Star Trek: The Next Generation,655,37153,5,23,1992-05-11,"I, Borg","Stardate: 45854.2. An injured Borg is discovered and brought back to the Enterprise where he is 'repaired' by Dr. Crusher and befriended by Geordi, who names him 'Hugh.' Soon, Hugh starts showing signs of individuality while Picard must choose between destroying him or returning him to the collective.",8.3,31
